Passenger 1 Id,Passenger 2 Id,Number of Flights Together
9960,9999,5
5560,9924,5
300,9660,5
1982,9642,5
4553,9649,5
4270,4933,5
6802,8013,5
6827,8424,5
10414,10452,5
10313,2857,5
211,813,5
10368,7810,5
10377,9874,5
203,5283,5
8234,9252,5
4541,8234,5
3002,7209,5
10713,10741,5
10744,10770,5
10712,10744,5
3526,3658,5
11101,11199,5
11114,11189,5
10299,9184,5
3658,4247,5
2970,9441,5
10306,10740,5
2765,3299,5
10203,8163,5
5696,728,5
5081,9683,5
6113,9386,5
4420,6184,5
11886,7393,5
11886,5395,5
10097,11225,5
3554,5991,5
10015,4713,5
10089,5116,5
11798,11860,5
11021,1185,5
11909,5690,5
11450,11649,5
9435,9858,5
13235,13557,5
5216,8551,5
10762,8348,5
10802,13251,5
2468,3065,5
11872,1826,5
14022,860,5
5212,9974,5
13571,5007,5
13329,6633,5
4687,7624,5
706,737,5
755,793,5
305,707,5
2248,2298,5
2209,2220,5
2285,2293,5
313,341,5
305,385,5
315,334,5
730,795,5
785,786,5
785,797,5
1057,324,5
2203,2204,5
2207,2260,5
2433,2495,5
2303,28,5
3509,3536,5
4020,4084,5
1240,2801,5
4258,4285,5
4209,4241,5
1298,2567,5
2514,3180,5
4379,4398,5
2264,3539,5
2226,3528,5
4523,4551,5
4607,4656,5
1082,945,5
4717,4726,5
2941,4017,5
4052,407,5
1533,3968,5
5021,5093,5
3545,3694,5
3603,755,5
5157,795,5
5450,5467,5
1013,1603,5
1914,852,5
5639,5684,5
4339,5429,5
1903,2482,5
1332,2712,5
5734,5799,5
1643,5460,5
4554,5460,5
5464,6060,5
4395,6010,5
4988,6004,5
6839,6893,5
4656,5082,5
4641,5422,5
7634,7671,5
4438,4871,5
5724,6408,5
324,477,5
2700,7379,5
8326,8338,5
4872,669,5
7770,7866,5
2758,368,5
22,4182,5
1617,6051,5
5964,6893,5
5788,6848,5
4177,7747,5
7831,8993,5
8190,8353,5
7685,8209,5
1214,4772,5
9015,9035,5
8921,919,5
3753,6059,5
4135,6486,5
3300,6805,5
5490,6100,5
4896,6067,5
9753,9775,5
3253,8976,5
9902,9997,5
4404,5867,5
4076,5572,5
3844,9672,5
6622,7898,5
10396,6813,5
10436,10450,5
10440,10485,5
10352,7243,5
4580,5696,5
11221,11225,5
10713,61,5
5253,7914,5
11759,11775,5
11701,11728,5
3420,9969,5
11400,9118,5
11855,11878,5
2529,7864,5
1056,11817,5
10812,613,5
241,5016,5
6053,6810,5
7451,9152,5
690,9376,5
11011,9355,5
3551,7711,5
10847,9544,5
10460,4917,5
10243,8835,5
524,6121,5
1573,9988,5
4496,7800,5
1563,7832,5
11073,3875,5
11514,697,5
6059,7243,5
4243,5319,5
11513,860,5
6434,942,5
22,5867,5
13669,3977,5
12286,9321,5
1162,6414,5
11213,4875,5
18,7533,5
13218,7721,5
5136,5919,5
1591,712,5
10205,2548,5
11290,954,5
726,727,5
706,719,5
707,740,5
766,793,5
737,793,5
791,799,5
719,781,5
1330,1358,5
1503,1506,5
221,295,5
572,577,5
703,751,5
727,729,5
721,781,5
846,852,5
1038,707,5
1923,1961,5
2106,2178,5
2460,2496,5
3413,3440,5
2162,620,5
3615,3653,5
2573,266,5
2589,3005,5
4307,4324,5
4080,4346,5
1999,4031,5
1371,4013,5
1696,4373,5
5103,5164,5
1358,3578,5
2977,3547,5
3896,5304,5
4590,5352,5
1025,852,5
4200,4575,5
1722,3858,5
4011,5401,5
2471,878,5
3046,4167,5
4217,5370,5
5705,5726,5
1643,5450,5
4665,4993,5
1350,290,5
5414,6052,5
3937,4430,5
3937,4523,5
2596,3998,5
6613,6673,5
6827,6848,5
6903,6929,5
5736,5934,5
1393,979,5
7601,7605,5
5735,5960,5
2886,5949,5
324,5771,5
7195,7549,5
8355,8372,5
8373,8375,5
1624,4832,5
3242,6503,5
2412,7741,5
1012,7406,5
2759,6872,5
1182,4798,5
3278,8190,5
7074,8251,5
3297,4483,5
1632,3275,5
2196,8752,5
5411,5509,5
9201,9283,5
5590,6020,5
3440,6205,5
9649,9693,5
9610,9622,5
3883,5544,5
8558,8810,5
5007,9598,5
6773,7820,5
7131,9665,5
5058,8197,5
6453,7568,5
10376,7605,5
4841,9822,5
2973,3356,5
10107,9874,5
10629,10630,5
2354,9700,5
148,4202,5
1822,3187,5
10710,10770,5
4092,6180,5
10762,6560,5
10767,1822,5
3883,638,5
2970,8399,5
11398,7656,5
9259,9405,5
5418,9779,5
11842,11868,5
10350,10819,5
3531,8595,5
2489,8266,5
4121,4580,5
2458,7902,5
6529,9376,5
3416,8519,5
11280,9331,5
11007,4056,5
12323,12374,5
10554,7903,5
11910,5690,5
1041,1340,5
3569,9091,5
11687,7068,5
12533,12574,5
5747,7832,5
391,6836,5
12298,12351,5
1351,4930,5
9033,9991,5
11798,1637,5
2788,8556,5
281,9696,5
1482,4827,5
5275,9505,5
10640,6271,5
13851,13862,5
2605,8642,5
6764,9890,5
4810,9369,5
1466,311,5
10595,4391,5
1977,7959,5
14092,517,5
6067,9994,5
13571,2964,5
2467,8434,5
132,2350,5
4711,954,5
347,393,5
703,719,5
795,799,5
1101,1181,5
1831,1863,5
305,324,5
622,650,5
727,746,5
712,734,5
760,793,5
848,851,5
812,843,5
934,999,5
1941,1991,5
2123,2186,5
2106,2197,5
2138,2170,5
2244,2298,5
2425,2485,5
3107,3109,5
3159,3182,5
3410,3436,5
3402,3490,5
3582,3598,5
3510,3547,5
3706,3725,5
3770,3787,5
4012,4063,5
2105,290,5
1819,2729,5
2275,3538,5
4201,4274,5
2175,3477,5
374,649,5
4340,4361,5
4345,4349,5
1218,1562,5
2554,2667,5
2315,3620,5
172,2469,5
2429,53,5
4040,4398,5
1016,2523,5
3815,4556,5
4640,4677,5
173,2440,5
1498,4630,5
1464,4309,5
4012,928,5
3600,4496,5
3959,615,5
5053,5084,5
5007,5080,5
5008,5025,5
5436,5463,5
1005,1858,5
5604,5653,5
5602,5630,5
407,5486,5
4016,5451,5
147,719,5
1911,5007,5
1528,2068,5
1651,6092,5
4346,4523,5
6825,6884,5
5736,5927,5
7601,7645,5
7676,7694,5
5766,935,5
1789,732,5
1677,3292,5
324,950,5
477,5966,5
2101,7180,5
4559,4652,5
6010,6867,5
3689,5992,5
1028,7110,5
3414,856,5
2755,3925,5
5761,6864,5
202,6725,5
5789,6097,5
4182,5800,5
3405,381,5
167,8225,5
5923,7833,5
7082,7602,5
7602,7820,5
1531,592,5
1055,5249,5
3975,6968,5
4897,8017,5
6796,7082,5
4514,877,5
9676,9684,5
8589,9223,5
3589,9267,5
4490,8590,5
1319,1444,5
5482,8037,5
4860,9602,5
388,9679,5
5533,6827,5
8818,9206,5
2937,3589,5
6084,6447,5
9333,9791,5
10418,10424,5
10368,8048,5
92,9874,5
382,6560,5
10731,10770,5
10516,694,5
10958,8398,5
6084,8515,5
3078,6113,5
10253,9777,5
3677,8444,5
11644,11652,5
6310,9386,5
11727,11783,5
3554,8353,5
3367,5056,5
4193,5009,5
4543,9380,5
9057,9271,5
1164,942,5
7801,9752,5
10576,5479,5
10975,4444,5
5060,5721,5
13614,13643,5
10871,8539,5
13627,3702,5
10384,4822,5
10573,5769,5
5513,7851,5
10175,1825,5
12587,5380,5
6731,8674,5
11099,1626,5
5212,6293,5
5007,8810,5
13284,5007,5
4770,6591,5
363,8751,5
362,385,5
758,772,5
1044,1056,5
1937,1991,5
525,595,5
727,771,5
760,799,5
705,752,5
939,949,5
911,939,5
1205,1272,5
355,706,5
1962,1991,5
2261,2291,5
2465,2489,5
2563,2586,5
2712,2769,5
2745,2747,5
3159,3193,5
3421,3436,5
3588,3589,5
3685,3690,5
1403,1890,5
4115,4129,5
1699,3141,5
369,3941,5
4241,4284,5
272,3483,5
2105,3476,5
2531,2674,5
3779,811,5
4531,4590,5
4060,4380,5
4035,4339,5
289,611,5
4671,4690,5
4628,4674,5
1444,2758,5
1082,2912,5
1351,2802,5
1371,4052,5
1666,4016,5
2573,4401,5
2951,3589,5
1358,2263,5
1043,5156,5
5402,5416,5
4042,5500,5
4042,5494,5
4080,5438,5
2867,5494,5
4260,5022,5
5738,5797,5
3861,5450,5
3492,4632,5
1219,366,5
3012,3615,5
2446,4473,5
7442,7454,5
3642,3994,5
2909,4827,5
2993,6469,5
324,5798,5
1774,7110,5
8202,8280,5
4395,5795,5
8338,8375,5
3928,6159,5
2719,7162,5
4373,6869,5
1369,6831,5
4072,6097,5
2201,8137,5
3330,7645,5
432,4510,5
3784,7563,5
4156,6036,5
3950,4072,5
3255,592,5
3357,4726,5
5805,6558,5
663,901,5
3477,5490,5
5795,8073,5
2886,6294,5
3153,4896,5
9342,9394,5
9628,9648,5
2076,2472,5
1296,8912,5
4270,622,5
2488,3468,5
10346,10373,5
10481,10492,5
10357,7220,5
9410,9874,5
10616,1321,5
8257,8596,5
10975,8004,5
11649,11690,5
10431,7737,5
11398,9118,5
10179,1337,5
10350,855,5
10576,7747,5
2201,9282,5
167,8584,5
6777,9951,5
10097,6208,5
1747,7881,5
1673,7950,5
2054,6111,5
12052,4227,5
12043,3631,5
12541,8353,5
4744,5990,5
2662,7657,5
12089,13045,5
4822,8988,5
3041,8732,5
14060,14077,5
13404,3065,5
11562,6043,5
10244,4685,5
2868,4687,5
10652,1242,5
3962,8961,5
14701,14750,5
15122,15126,5
610,622,5
786,797,5
707,763,5
1013,1043,5
1238,343,5
2105,2199,5
2276,2300,5
627,645,5
1045,1051,5
3413,3475,5
3438,3476,5
3639,3671,5
289,3198,5
467,660,5
1005,231,5
226,419,5
4379,4384,5
4329,4396,5
1356,2644,5
1014,2554,5
1576,2600,5
2407,3654,5
2306,2441,5
2335,3654,5
2437,3635,5
351,45,5
629,92,5
1971,3205,5
2392,3607,5
2941,4395,5
4339,928,5
5307,5325,5
5544,5554,5
4042,5464,5
4009,5458,5
4025,5419,5
4011,5448,5
4011,5471,5
4364,5414,5
2482,5148,5
1315,4184,5
4554,5450,5
4673,4984,5
3957,602,5
6848,6880,5
6814,6897,5
6844,6853,5
6832,6880,5
6832,6884,5
3998,4205,5
2911,7505,5
7721,7733,5
438,5744,5
8121,8149,5
1329,7868,5
603,6032,5
1146,564,5
3147,3255,5
3255,4726,5
1246,3255,5
352,3615,5
1933,4786,5
1733,6396,5
3043,7754,5
1569,732,5
5989,8402,5
732,8485,5
877,8843,5
9602,9622,5
595,8105,5
2269,4611,5
4449,9622,5
300,4553,5
8197,8427,5
10325,9834,5
3802,7505,5
5207,633,5
2358,4876,5
148,7898,5
1849,4774,5
10705,10751,5
2581,4453,5
2678,7591,5
1413,9539,5
10331,7656,5
2532,728,5
11407,4494,5
10460,6114,5
1528,7510,5
7747,9386,5
1534,5395,5
11225,9385,5
10095,9493,5
3963,9955,5
870,9500,5
1079,6111,5
1074,4735,5
7444,9511,5
559,5671,5
11253,1266,5
10757,1982,5
12717,12759,5
52,6496,5
12358,3180,5
1201,8474,5
13636,13654,5
2160,905,5
3410,7956,5
13651,2604,5
12173,5355,5
22,5355,5
11011,11834,5
8353,9649,5
1539,9410,5
13221,2112,5
7114,8552,5
12323,978,5
2639,356,5
13950,7643,5
1740,4711,5
121,190,5
733,799,5
1002,1023,5
1026,313,5
1297,1298,5
360,760,5
2111,2124,5
762,778,5
901,961,5
1053,360,5
1057,781,5
1919,1930,5
1957,1969,5
2123,2178,5
2137,2190,5
2173,2182,5
2454,2458,5
2608,2681,5
3192,611,5
3436,3446,5
3678,3698,5
3820,3867,5
1300,293,5
1247,3940,5
1298,211,5
2531,2655,5
4611,4675,5
4947,4977,5
5018,5094,5
5361,5393,5
5120,758,5
229,3858,5
4066,5499,5
1666,5404,5
4080,5499,5
4080,5414,5
1464,5495,5
5754,5796,5
2560,4430,5
1586,4646,5
3247,3336,5
132,670,5
1963,844,5
6107,6145,5
2560,4632,5
6809,6885,5
6824,6847,5
7369,7389,5
1272,5775,5
5596,6711,5
7613,7616,5
184,4481,5
5789,5989,5
7160,782,5
3661,3858,5
2996,5314,5
6047,6825,5
5819,8402,5
4158,8045,5
5411,7082,5
4468,7868,5
5482,8353,5
9050,9095,5
3785,757,5
6591,8733,5
1244,8403,5
8068,8402,5
3660,7713,5
9620,9672,5
9642,9648,5
4541,9999,5
5383,7131,5
1982,9619,5
1030,9989,5
2046,5813,5
2097,2581,5
10313,10384,5
10384,10397,5
10327,8961,5
10384,4850,5
10412,10419,5
10418,10452,5
10483,10485,5
10451,10496,5
10396,2857,5
7799,8048,5
10548,9758,5
2336,6560,5
2841,7209,5
2024,9066,5
2012,6729,5
1849,2945,5
10175,8420,5
7658,9776,5
5278,9427,5
1927,9063,5
5669,8004,5
1413,9386,5
1791,2033,5
1191,4745,5
6706,7240,5
3851,888,5
4318,888,5
12057,12100,5
2489,4408,5
10536,4363,5
10616,9386,5
1673,9395,5
6208,9385,5
10089,9395,5
10847,8901,5
11280,5116,5
5116,6208,5
8539,9294,5
10382,7444,5
6001,8679,5
10238,3178,5
12570,12589,5
12508,12558,5
11456,5690,5
11613,12940,5
13364,13394,5
119,3768,5
5574,7064,5
2788,9101,5
13636,3702,5
7995,8348,5
10652,10908,5
13365,2778,5
13404,2468,5
5101,9994,5
763,773,5
706,731,5
121,2026,5
247,289,5
726,795,5
764,785,5
703,795,5
705,786,5
815,855,5
949,957,5
1015,347,5
1208,1272,5
1347,1384,5
1911,1923,5
2531,2576,5
2635,2700,5
2906,2968,5
3123,3192,5
3360,3380,5
266,3169,5
3536,3554,5
3463,752,5
4022,4040,5
1315,993,5
1576,440,5
2405,3671,5
2068,3645,5
4522,4575,5
4980,4993,5
1607,2713,5
1313,2263,5
2957,613,5
1328,3041,5
1819,5042,5
1670,4010,5
2959,5494,5
4066,5435,5
2969,5491,5
3666,778,5
2435,4091,5
5716,5799,5
5743,5774,5
4665,4911,5
3226,5885,5
6008,6016,5
3012,3609,5
4399,6020,5
2939,6087,5
1692,4967,5
4646,5467,5
6858,6885,5
7446,7481,5
4209,5866,5
7774,7784,5
7914,7938,5
8541,8589,5
1076,420,5
3120,6869,5
1865,5744,5
4969,5977,5
4969,6889,5
451,8402,5
5800,7437,5
3551,4597,5
3093,625,5
8045,8662,5
3637,7676,5
2446,8213,5
3519,8882,5
7120,721,5
5566,7866,5
4627,8089,5
9331,9389,5
6813,8037,5
3439,9664,5
5683,622,5
4553,9677,5
2488,4092,5
9418,9868,5
10334,6447,5
10349,4249,5
10401,10439,5
1013,1982,5
10521,10523,5
10552,10596,5
3002,382,5
174,4451,5
11027,11062,5
813,9732,5
7747,8006,5
5081,7373,5
288,3677,5
11062,11400,5
11821,11853,5
11888,11896,5
3589,3880,5
7240,7327,5
7094,9714,5
1670,5132,5
11007,7076,5
10460,7191,5
4816,6114,5
3112,4632,5
4945,6777,5
11853,5395,5
9345,9824,5
4735,859,5
10196,6929,5
10767,5438,5
3798,7187,5
3993,5603,5
7477,7862,5
7220,7975,5
5009,859,5
10446,11537,5
6953,7429,5
13203,13280,5
2214,4247,5
1723,8091,5
11136,11508,5
2788,5201,5
1424,9524,5
11779,6905,5
3257,9703,5
12003,13651,5
5920,954,5
13240,5681,5
13221,5007,5
13218,13571,5
2035,5480,5
7114,9540,5
10938,7194,5
5693,904,5
14750,14786,5
6823,9738,5
509,544,5
792,793,5
751,758,5
737,781,5
737,764,5
749,766,5
1509,1594,5
1914,1992,5
308,360,5
703,793,5
1001,324,5
1337,1367,5
360,791,5
3552,3579,5
3873,3892,5
4316,4362,5
4340,4398,5
2942,989,5
1293,1587,5
2500,3662,5
4611,4700,5
1813,3046,5
1837,3046,5
1432,2816,5
1337,4012,5
2717,4017,5
4083,975,5
3598,4465,5
1313,2222,5
4080,5432,5
5494,928,5
4083,5471,5
3242,833,5
3290,3316,5
3235,4767,5
3998,6092,5
7724,7796,5
2780,3688,5
8202,8230,5
8232,8270,5
5911,6810,5
2797,4359,5
6052,732,5
5706,6870,5
5443,6825,5
3544,5761,5
6008,6893,5
2294,3120,5
2993,6866,5
5481,6853,5
4744,8383,5
6938,7437,5
2441,7848,5
5423,901,5
1635,8353,5
7813,8976,5
5566,7605,5
5766,8403,5
1244,4627,5
2886,3477,5
8073,8461,5
1095,1632,5
1613,7039,5
3439,9684,5
2488,8576,5
5058,8614,5
10358,8461,5
3802,9834,5
3611,7153,5
10261,2378,5
11296,932,5
10744,5522,5
10767,3064,5
4170,8519,5
8195,8445,5
1191,9287,5
3465,860,5
1064,4337,5
241,863,5
10613,10758,5
4235,5380,5
5943,7983,5
2062,7191,5
10267,479,5
2201,8017,5
10899,8017,5
4056,8519,5
9271,9380,5
6787,7393,5
6471,9493,5
5227,8445,5
11803,8574,5
10022,9421,5
12305,12371,5
1021,9357,5
3364,7877,5
11243,1955,5
11274,4227,5
11973,7838,5
4272,5955,5
2007,2829,5
3409,7324,5
3528,4774,5
5260,5451,5
11371,13124,5
1482,3880,5
1829,7995,5
10762,12389,5
11834,139,5
11834,3889,5
6293,9974,5
5754,8810,5
13163,13249,5
1419,2639,5
5516,8590,5
14731,14770,5
706,785,5
748,780,5
839,868,5
1930,1936,5
2041,2099,5
2242,2246,5
703,746,5
731,764,5
730,743,5
701,729,5
1013,1073,5
1053,324,5
1906,1958,5
2105,2186,5
3114,3188,5
3104,601,5
211,684,5
3177,663,5
2573,2667,5
4473,4484,5
126,2427,5
1074,1465,5
4716,4761,5
2959,4080,5
4903,4967,5
130,977,5
2909,3587,5
3209,3455,5
5656,5668,5
4339,5404,5
4339,5419,5
2789,5404,5
4395,5481,5
5725,5772,5
5707,5718,5
3963,443,5
2565,739,5
5918,5982,5
1994,2182,5
6163,6177,5
167,5789,5
2251,6030,5
3861,4988,5
1572,1651,5
6853,6896,5
6829,6858,5
6817,6893,5
4255,6027,5
5993,6469,5
8145,8175,5
4395,6810,5
1464,5055,5
1267,4613,5
8654,8686,5
8945,8993,5
1635,5423,5
4072,4550,5
239,5812,5
1940,5579,5
5592,8270,5
9660,9690,5
9618,9619,5
75,783,5
3508,6741,5
10349,3418,5
10394,2960,5
10480,10492,5
10371,7768,5
2090,4451,5
3187,7209,5
10704,10799,5
1678,4453,5
7068,8747,5
10908,10945,5
2755,4567,5
11002,11065,5
10791,4774,5
11183,3875,5
1189,1631,5
1678,8475,5
11353,7064,5
10306,2284,5
1056,11880,5
2549,9653,5
11407,11919,5
3693,4217,5
5653,5943,5
628,7950,5
10497,9777,5
3837,9380,5
6447,7747,5
11332,5925,5
3963,9389,5
10862,8024,5
6823,92,5
1041,8299,5
7191,9395,5
1079,5653,5
1000,11730,5
13416,13438,5
361,5260,5
13277,13549,5
10573,276,5
1651,3702,5
13244,13525,5
13594,5910,5
12301,1992,5
13940,13970,5
1242,3759,5
1753,7995,5
12389,1829,5
4021,7321,5
7506,968,5
1466,4711,5
10595,1739,5
1977,2713,5
12600,9035,5
10795,8234,5
10802,9956,5
1656,18,5
12981,14011,5
13284,6591,5
356,6323,5
11587,13249,5
11767,8091,5
42,7099,5
13249,7114,5
2548,4755,5
13620,1779,5
14718,14731,5
544,595,5
721,729,5
772,795,5
749,772,5
1031,355,5
215,226,5
374,382,5
334,381,5
726,764,5
739,750,5
705,768,5
774,785,5
811,867,5
1923,1942,5
2240,2248,5
2510,2563,5
3132,3137,5
3259,3260,5
3162,601,5
276,3192,5
3552,3593,5
3604,3637,5
1087,230,5
4222,4227,5
3463,602,5
1300,427,5
1369,928,5
2992,945,5
1673,2699,5
2467,3654,5
2328,3668,5
2325,2458,5
1042,701,5
3808,4516,5
1484,4364,5
4827,4900,5
5095,5100,5
2378,3599,5
2273,3681,5
5451,5459,5
4331,940,5
2511,5481,5
3472,3695,5
5709,5762,5
5708,5772,5
5702,5793,5
3861,4554,5
3861,4069,5
1569,4983,5
1219,3947,5
1528,5143,5
5934,5978,5
5950,5972,5
3404,5450,5
1586,4069,5
6745,6786,5
6829,6833,5
1386,7506,5
2993,6408,5
8042,8078,5
8202,8270,5
2516,7680,5
6983,7439,5
5761,6869,5
8837,8843,5
625,8289,5
7896,8906,5
5737,7810,5
7849,8255,5
3503,5505,5
1208,5566,5
3477,6773,5
5668,8093,5
9631,9675,5
4860,8824,5
2488,816,5
10329,10353,5
10322,10346,5
10384,10394,5
5737,6441,5
10349,6447,5
10397,2960,5
6824,9111,5
1253,1403,5
1078,2857,5
10368,2068,5
10536,9757,5
6741,8598,5
148,7560,5
1822,3002,5
10766,10771,5
11101,11102,5
3223,479,5
10179,9324,5
4732,9790,5
3275,557,5
11954,1276,5
10497,3112,5
6180,7919,5
6180,7162,5
8584,9386,5
167,6447,5
1079,8684,5
7444,8521,5
1431,8521,5
10016,10243,5
8358,9025,5
4193,7777,5
12958,12959,5
7346,8810,5
13249,13272,5
2160,5319,5
13872,9364,5
10340,12586,5
501,6001,5
4023,4744,5
11502,12299,5
5754,6857,5
11211,9994,5
1591,6591,5
13284,6293,5
2588,4685,5
3962,4711,5
746,795,5
703,712,5
705,797,5
1384,1398,5
1440,1449,5
324,704,5
1219,399,5
731,761,5
806,876,5
918,957,5
961,975,5
1013,366,5
1608,1611,5
2043,2051,5
139,2390,5
2941,2968,5
3180,3192,5
3151,3198,5
3109,3137,5
3329,3399,5
3169,684,5
3592,3595,5
3577,3589,5
3518,3593,5
3648,3671,5
3603,3624,5
3413,772,5
2197,679,5
2183,295,5
3402,690,5
3115,629,5
1353,2930,5
1377,945,5
1014,331,5
2255,3578,5
2295,3537,5
2728,4665,5
2759,4364,5
4911,4998,5
5420,5483,5
5614,5691,5
1430,4248,5
5815,5876,5
2560,3991,5
1733,3742,5
2635,624,5
338,3910,5
6012,6076,5
1396,5991,5
3937,5434,5
6703,6707,5
6848,6869,5
6839,6897,5
6827,6853,5
6817,6836,5
1167,7594,5
1452,2162,5
1762,7579,5
5767,5979,5
2993,5761,5
366,7381,5
3961,7151,5
3120,6870,5
2294,4373,5
5953,6838,5
1202,7793,5
1646,7866,5
7602,7866,5
1635,8289,5
9010,9067,5
1956,3297,5
4178,4398,5
451,5989,5
5989,8403,5
5596,6807,5
9385,9389,5
2124,4036,5
9610,9664,5
9775,9793,5
300,9649,5
10322,10377,5
6322,8084,5
7662,9030,5
3590,8441,5
10327,211,5
10419,10483,5
4552,7860,5
4941,7692,5
2945,4451,5
10776,10796,5
3958,9621,5
11215,11253,5
10744,4774,5
10778,1715,5
7373,8562,5
10757,332,5
7636,8501,5
2718,5734,5
10523,9404,5
6050,9992,5
1263,8353,5
1056,11874,5
4337,5696,5
5116,8653,5
8596,9376,5
1413,258,5
9683,9757,5
2201,855,5
1342,9271,5
1342,4543,5
10616,258,5
10569,1352,5
6584,7874,5
11939,8445,5
1164,4494,5
6823,8024,5
11883,3299,5
3660,9557,5
7902,9385,5
1747,6317,5
12310,12362,5
10758,2068,5
2408,8544,5
10354,5803,5
435,6458,5
350,7007,5
12520,6947,5
10552,3545,5
1526,8642,5
10667,9402,5
75,7850,5
1482,5332,5
3513,9355,5
8642,9742,5
12840,6864,5
10015,5411,5
10632,5275,5
13861,13872,5
13851,18,5
12088,4112,5
4090,8729,5
10340,6001,5
12586,9171,5
2274,5275,5
11334,12530,5
10685,9355,5
2964,4957,5
13564,5754,5
1242,4090,5
330,364,5
726,730,5
743,761,5
719,791,5
951,961,5
1015,339,5
1029,354,5
2472,2476,5
2922,2946,5
305,309,5
727,762,5
772,774,5
1056,334,5
1542,1544,5
1914,1942,5
2229,2245,5
2521,2568,5
3108,3161,5
3114,3167,5
3114,3193,5
3343,3370,5
2162,3164,5
3672,3691,5
3604,3634,5
3612,3700,5
3612,3691,5
4028,4043,5
3151,724,5
2264,3535,5
2295,3589,5
4453,4467,5
4641,4656,5
4009,407,5
4080,928,5
4066,407,5
5402,5477,5
4398,940,5
4373,5402,5
4066,5419,5
5483,930,5
5709,5748,5
132,3587,5
5909,5985,5
5909,5949,5
5990,5997,5
1994,652,5
4609,5467,5
1055,3012,5
6839,6872,5
6844,6884,5
6975,6983,5
2754,4190,5
4373,5720,5
5720,6008,5
8255,8293,5
1569,4700,5
4072,7770,5
1265,4663,5
5724,6001,5
6039,6853,5
4969,5706,5
5590,5819,5
451,8461,5
5596,8403,5
8724,8733,5
8983,9000,5
1831,3255,5
3253,8775,5
5482,5505,5
3177,3477,5
6773,6876,5
1095,7001,5
2262,6205,5
9642,9664,5
4541,9517,5
5137,7279,5
603,9247,5
2503,6987,5
4933,9611,5
5096,5672,5
388,9634,5
10054,4389,5
4467,4650,5
2097,3616,5
7662,8363,5
10313,6447,5
10466,10473,5
8048,9466,5
8048,9441,5
10107,92,5
10613,10658,5
2544,8194,5
7898,8262,5
174,392,5
2024,9699,5
11006,11034,5
10937,7026,5
258,6113,5
2718,8475,5
6013,7998,5
6541,8542,5
10473,5792,5
10048,3117,5
3214,9300,5
7007,795,5
11954,12000,5
3851,4121,5
2062,4737,5
5009,781,5
10220,2746,5
1079,9359,5
10095,2054,5
11280,9369,5
10097,10328,5
7810,8735,5
10212,7327,5
3867,6286,5
2869,9712,5
6116,9427,5
11285,6458,5
8871,9252,5
1096,11897,5
10569,1555,5
1988,5418,5
10130,859,5
12937,12947,5
12939,12983,5
7469,8871,5
13614,13647,5
3874,6072,5
10454,12335,5
13217,13594,5
4810,9321,5
2158,363,5
14018,14091,5
13819,8563,5
14023,517,5
13296,6857,5
13284,2112,5
13561,7661,5
13839,8642,5
1419,8446,5
11290,1242,5
729,772,5
704,726,5
737,762,5
712,792,5
2148,2169,5
732,794,5
712,752,5
719,751,5
701,727,5
1035,1045,5
1035,1072,5
1092,1271,5
1808,1842,5
2268,2282,5
2447,2452,5
2767,2792,5
2802,2867,5
3309,3343,5
223,615,5
3603,3620,5
3493,739,5
218,3411,5
3188,716,5
2906,961,5
1576,331,5
4059,4362,5
2293,3540,5
1837,2988,5
4194,629,5
1961,3177,5
1666,4395,5
2759,4080,5
1482,4044,5
1437,3089,5
1826,4178,5
5422,5467,5
4025,5484,5
4388,5486,5
1464,5438,5
5725,5797,5
5707,5793,5
2596,4069,5
1521,1828,5
2560,3527,5
5912,5952,5
5919,5959,5
5490,6087,5
4656,5420,5
443,5467,5
2544,4523,5
1548,4346,5
2596,5467,5
6858,6869,5
4212,4903,5
3492,4551,5
7586,7594,5
3292,95,5
7868,7889,5
4432,7244,5
8006,8017,5
2412,7859,5
2443,7869,5
6930,7484,5
3642,5015,5
5440,6878,5
1613,5590,5
2684,5260,5
2868,7629,5
4550,7606,5
8940,8942,5
4054,814,5
1106,1833,5
1406,1735,5
5423,6745,5
5566,663,5
4627,8073,5
1569,8037,5
6020,6294,5
6418,8485,5
3043,3867,5
3589,8598,5
8257,8742,5
481,5332,5
2886,3590,5
8120,9940,5
5672,9628,5
6668,6857,5
3611,8234,5
10353,10389,5
10145,1223,5
10145,8566,5
10338,7605,5
7433,9111,5
92,9466,5
10025,6368,5
3064,4034,5
392,497,5
10716,10776,5
10710,10756,5
10705,10774,5
10322,8998,5
11408,11478,5
2201,258,5
10253,9977,5
1927,556,5
5850,9828,5
8411,8579,5
11849,11870,5
3880,9282,5
4363,9683,5
2437,8163,5
1263,7336,5
5016,614,5
11007,8194,5
10394,6987,5
6548,8827,5
2544,7162,5
4293,8006,5
479,855,5
1321,3837,5
1505,6529,5
4687,5447,5
11267,5925,5
4483,5958,5
2054,8128,5
11275,11917,5
1860,6317,5
10460,6208,5
4827,5116,5
1431,7444,5
10484,5096,5
10227,9062,5
11896,1555,5
4272,993,5
10484,10908,5
12298,3133,5
75,9402,5
223,2684,5
13638,1651,5
22,8562,5
10652,998,5
501,7995,5
1626,1977,5
5754,6293,5
1591,7555,5
13564,6857,5
4770,9540,5
1735,7967,5
5111,712,5
739,795,5
775,780,5
719,797,5
2224,2269,5
2068,2320,5
2767,2773,5
334,341,5
743,774,5
